tc_ExperimentID,tc_EPID,tc_Latitude,tc_Longitude,tc_Altitude,tc_EquipmentUnitID,tc_EquipmentGroupID,tc_EmissionCategory,tc_EmissionIntent,tc_EPBFE,tc_EPBFU,tc_EPDutyCycle,tc_QCFlags,tc_C1MassFlow,tc_C1MassFlowUncertainty,tc_C2MassFlow,tc_C2MassFlowUncertainty,tc_C3MassFlow,tc_C3MassFlowUncertainty,tc_C4MassFlow,tc_C4MassFlowUncertainty,tc_C5MassFlow,tc_C5MassFlowUncertainty,tc_C6MassFlow,tc_C6MassFlowUncertainty,tc_THCMassFlow,tc_NMHCMassFlow,tc_THCMassFlowUncertainty,tc_NMHCMassFlowUncertainty,tc_ExpStartDatetime,tc_ExpEndDatetime,tc_ExpDurationHrs,tc_ExpEPCount,tc_ExpWindSpeedAvg,tc_ExpWindSpeedStd,tc_ExpWindDirAvg,tc_ExpWindDirStd,tc_ExpTAtmAvg,tc_ExpTAtmStd,tc_ExpPAtmAvg,tc_ExpPAtmStd,tc_EquipmentType
20230208001,5W-22,40.595653,-105.1393917,1547.95,5W-2,5W,Fugitive,ADED 2023 Controlled Release,29.45908287,1.323325936,99.9907416,10,1058.06732,47.52924361,164.1690662,7.37460783,20.28479258,0.911209363,3.457802988,0.155327319,0,0,1.070036364,0.048066903,1247.049018,188.9816982,48.10686623,7.432467972,2023-02-08 16:08:09+00:00,2023-02-08 19:08:10+00:00,3.000277778,2,1.941229863,0.973855761,290.9241864,102.9133928,6.088335571,2.206069388,825.3977247,0.476375366,Wellhead
20230208001,4S-21,40.59566467,-105.1402658,1549.1,4S-2,4S,Fugitive,ADED 2023 Controlled Release,27.69830506,1.310969204,100,10,994.8263334,47.08543298,154.3566342,7.305746448,19.07236473,0.902700824,3.251129114,0.15387693,0,0,1.006079984,0.047618072,1172.512541,177.686208,47.65766197,7.363066313,2023-02-08 16:08:09+00:00,2023-02-08 19:08:10+00:00,3.000277778,2,1.941229863,0.973855761,290.9241864,102.9133928,6.088335571,2.206069388,825.3977247,0.476375366,Seperator
